Date,Roll_1Y,Roll_3Y,Roll_5Y
2011-04-25,,,
2011-04-26,,,
2011-04-27,,,
2011-04-28,,,
2011-04-29,,,
2011-05-02,,,
2011-05-03,,,
2011-05-04,,,
2011-05-05,,,
2011-05-06,,,
2011-05-09,,,
2011-05-10,,,
2011-05-11,,,
2011-05-12,,,
2011-05-13,,,
2011-05-16,,,
2011-05-17,,,
2011-05-18,,,
2011-05-19,,,
2011-05-20,,,
2011-05-23,,,
2011-05-24,,,
2011-05-25,,,
2011-05-26,,,
2011-05-27,,,
2011-05-30,-0.043834849664348585,,
2011-05-31,-0.0650275068249957,,
2011-06-01,-0.0604643912190066,,
2011-06-02,-0.03610265752900088,,
2011-06-03,-0.02777476676224655,,
2011-06-06,-0.04791795337725424,,
2011-06-07,-0.0635606720716404,,
2011-06-08,-0.05437373770600895,,
2011-06-09,-0.03876413689335623,,
2011-06-10,-0.02820771970225522,,
2011-06-13,-0.015964328111927495,,
2011-06-14,-0.015945249337894207,,
2011-06-15,-0.00602060616087341,,
2011-06-16,0.00854580400444771,,
2011-06-17,0.01111118634995667,,
2011-06-20,0.046418611133481,,
2011-06-21,0.04080405657278541,,
2011-06-22,0.04551806515073864,,
2011-06-23,0.03870362058232135,,
2011-06-24,0.011798356680880806,,
2011-06-27,0.015553540837747182,,
2011-06-28,0.0017289036077197117,,
2011-06-29,0.0016373066375616752,,
2011-06-30,-0.013308229127747762,,
2011-07-01,-0.013996946849112124,,
2011-07-04,-0.020867886141520575,,
2011-07-05,-0.010124565648665707,,
2011-07-06,-0.016229867543939847,,
2011-07-07,-0.023641182330452093,,
2011-07-08,-0.0030669714162701034,,
2011-07-11,0.00702864295461425,,
2011-07-12,0.024969775681783157,,
2011-07-13,0.0113260506972237,,
2011-07-14,0.005066545927619348,,
2011-07-15,0.012355055738980658,,
2011-07-18,0.01320023631373779,,
2011-07-19,0.003531361600275451,,
2011-07-20,0.01806721401461442,,
2011-07-21,0.029526062758993943,,
2011-07-22,0.013180103110792096,,
2011-07-25,0.005622504898783465,,
2011-07-26,0.021459722490620448,,
2011-07-27,0.02095192792236522,,
2011-07-28,0.027782413875775624,,
2011-07-29,0.0331277373452219,,
2011-08-01,0.03393017858135383,,
2011-08-02,0.0453085021767915,,
2011-08-03,0.05044248973896348,,
2011-08-04,0.06384943587797631,,
2011-08-05,0.08324053668650933,,
2011-08-08,0.1008080495461291,,
2011-08-09,0.10940113735336898,,
2011-08-10,0.09094333690868228,,
2011-08-11,0.09698129866518701,,
2011-08-12,0.10640482930916773,,
2011-08-16,0.1126646546518012,,
2011-08-17,0.11159266409290935,,
2011-08-18,0.1255590373657196,,
2011-08-19,0.1371215644671816,,
2011-08-22,0.12756212380105225,,
2011-08-23,0.1183217871737463,,
2011-08-24,0.12287085145032406,,
2011-08-25,0.13340127898849663,,
2011-08-26,0.14981630085515618,,
2011-08-29,0.12153802800466385,,
2011-08-30,0.11261761370707513,,
2011-09-02,0.0973957792973763,,
2011-09-05,0.10004690523826099,,
2011-09-06,0.09284721172196742,,
2011-09-07,0.07834315527257696,,
2011-09-08,0.07736663877973926,,
2011-09-09,0.09121786771855667,,
2011-09-12,0.1109554253222329,,
2011-09-13,0.11507527935602213,,
2011-09-14,0.11070310694026331,,
2011-09-15,0.10248320449341453,,
2011-09-16,0.10049749897734683,,
2011-09-19,0.10861574741930269,,
2011-09-20,0.0938134106228179,,
2011-09-21,0.08939932683298679,,
2011-09-22,0.12034182075266031,,
2011-09-23,0.12814798685072937,,
2011-09-26,0.13060532818792092,,
2011-09-27,0.10548895337257536,,
2011-09-28,0.11661396315826844,,
2011-09-29,0.11046748052844868,,
2011-09-30,0.12007542909418623,,
2011-10-03,0.1323731760801986,,
2011-10-04,0.14405072556910836,,
2011-10-05,0.14908683574152548,,
2011-10-07,0.13220921746345826,,
2011-10-10,0.12093829743943663,,
2011-10-11,0.12099447468517122,,
2011-10-12,0.10132874976262507,,
2011-10-13,0.10482202215111946,,
2011-10-14,0.09774418728290746,,
2011-10-17,0.09722425599283702,,
2011-10-18,0.11175301983138108,,
2011-10-19,0.09852732319041257,,
2011-10-20,0.10377101502954844,,
2011-10-21,0.11102388819582742,,
2011-10-24,0.10465244856481182,,
2011-10-25,0.09422868063286816,,
2011-10-26,0.08979216507700272,,
2011-10-28,0.06737077827498461,,
2011-10-31,0.07296113840592844,,
2011-11-01,0.08379666350670179,,
2011-11-02,0.08210053878191792,,
2011-11-03,0.08254308954226552,,
2011-11-04,0.08276738571682896,,
2011-11-08,0.08161500876153371,,
2011-11-09,0.09221442587285689,,
2011-11-11,0.10084230428237262,,
2011-11-14,0.10562782625572209,,
2011-11-15,0.12417557401553547,,
2011-11-16,0.1296302193098745,,
2011-11-17,0.14412248052062304,,
2011-11-18,0.1510233657834682,,
2011-11-21,0.1656491602600969,,
2011-11-22,0.16035437143526632,,
2011-11-23,0.1771068517488399,,
2011-11-24,0.16810329900572252,,
2011-11-25,0.17189566605648798,,
2011-11-28,0.1530434123449863,,
2011-11-29,0.15997965678127524,,
2011-11-30,0.16181470183013213,,
2011-12-01,0.1439438204874225,,
2011-12-02,0.12021740721786667,,
2011-12-05,0.1198075151882112,,
2011-12-07,0.12045757243407151,,
2011-12-08,0.14112358931832814,,
2011-12-09,0.154534306165659,,
2011-12-12,0.1667175960858689,,
2011-12-13,0.16237004478531425,,
2011-12-14,0.16501613144597393,,
2011-12-15,0.16572472727413579,,
2011-12-16,0.17725506936758095,,
2011-12-19,0.1874535668222682,,
2011-12-20,0.19754688891232197,,
2011-12-21,0.1793211108199234,,
2011-12-22,0.17180784133902516,,
2011-12-23,0.17468233473845107,,
2011-12-26,0.1627739501477623,,
2011-12-27,0.17186035806556843,,
2011-12-28,0.18278456708119528,,
2011-12-29,0.18903204669316132,,
2011-12-30,0.1893274160357593,,
2012-01-02,0.18655890240977036,,
2012-01-03,0.164326720328847,,
2012-01-04,0.1659028155033837,,
2012-01-05,0.16491786086853577,,
2012-01-06,0.16732657459400135,,
2012-01-07,0.1690583405525704,,
2012-01-09,0.1650298998103803,,
2012-01-10,0.14577408340574805,,
2012-01-11,0.1415342127623841,,
2012-01-12,0.14193470322284862,,
2012-01-13,0.13787421679691636,,
2012-01-16,0.1362923778658096,,
2012-01-17,0.12581363872228946,,
2012-01-18,0.12997540015768394,,
2012-01-19,0.1184633637959771,,
2012-01-20,0.1094525294898494,,
2012-01-23,0.10913075572180753,,
2012-01-24,0.10155329834664417,,
2012-01-25,0.09353224850953001,,
2012-01-27,0.08955520041720222,,
2012-01-30,0.10749561755509762,,
2012-01-31,0.08676078209316818,,
2012-02-01,0.07920712319953582,,
2012-02-02,0.07193826727474806,,
2012-02-03,0.05944788413187019,,
2012-02-06,0.0480019082374874,,
2012-02-07,0.05852968237321421,,
2012-02-08,0.05497925355896016,,
2012-02-09,0.04585787515674555,,
2012-02-10,0.05121435584551104,,
2012-02-13,0.04679310044171303,,
2012-02-14,0.03550234657895368,,
2012-02-15,0.015890992012689287,,
2012-02-16,0.01692387566680731,,
2012-02-17,0.014359910403944687,,
2012-02-21,0.0076658974406176306,,
2012-02-22,0.0356790884667878,,
2012-02-23,0.04187746232038081,,
2012-02-24,0.044817613594818506,,
2012-02-27,0.07146247098851244,,
2012-02-28,0.05087515789033925,,
2012-02-29,0.047261770698860284,,
2012-03-01,0.047164520090333006,,
2012-03-02,0.049162507426205204,,
2012-03-03,0.05023008735299084,,
2012-03-05,0.06759920602796954,,
2012-03-06,0.07406885646713401,,
2012-03-07,0.07500768524664958,,
2012-03-09,0.053458375736824215,,
2012-03-12,0.05003204477088352,,
2012-03-13,0.04095694972491071,,
2012-03-14,0.03365110358818979,,
2012-03-15,0.04692595664973476,,
2012-03-16,0.05822139884729871,,
2012-03-19,0.06936972001911157,,
2012-03-20,0.06849210017647689,,
2012-03-21,0.050098783828912086,,
2012-03-22,0.07499908608312811,,
2012-03-23,0.06686369076723087,,
2012-03-26,0.08360472299711652,,
2012-03-27,0.07560727815660429,,
2012-03-28,0.08582931274713024,,
2012-03-29,0.08335383707307542,,
2012-03-30,0.06687676105000151,,
2012-04-02,0.06765394368405675,,
2012-04-03,0.06983219051372125,,
2012-04-04,0.07998680825464266,,
2012-04-09,0.09740671618767116,,
2012-04-10,0.10970561881932683,,
2012-04-11,0.1163229671723931,,
2012-04-12,0.10765281924428882,,
2012-04-13,0.11924896016117514,,
2012-04-16,0.10752007821972975,,
2012-04-17,0.08977318179418092,,
2012-04-18,0.10452077459748221,,
2012-04-19,0.09098079173586737,,
2012-04-20,0.08427708264759726,,
2012-04-23,0.10148861773563889,,
2012-04-24,0.11429710199118182,,
2012-04-25,0.12122586983134565,,
2012-04-26,0.12342067430239101,,
2012-04-27,0.12319273521556096,,
2012-04-28,0.11663442789954237,,
2012-04-30,0.10277179255583846,,
2012-05-02,0.08508313490745767,,
2012-05-03,0.10123253991712533,,
2012-05-04,0.10561265394129915,,
2012-05-07,0.11587877118406553,,
2012-05-08,0.12602130045119397,,
2012-05-09,0.11257603827762941,,
2012-05-10,0.11766655063836651,,
2012-05-11,0.1180805592016364,,
2012-05-14,0.11091683551068543,,
2012-05-15,0.10891307012526719,,
2012-05-16,0.11497593937051076,,
2012-05-17,0.1168840905927323,,
2012-05-18,0.1059481636939692,,
2012-05-21,0.10732460023196555,,
2012-05-22,0.11036033714579974,,
2012-05-23,0.10882177777791724,,
2012-05-24,0.10523319683747845,,
2012-05-25,0.09820240615680309,,
2012-05-28,0.10192992677485735,,
2012-05-29,0.09684417520983046,,
2012-05-30,0.09787102855335494,,
2012-05-31,0.09438098103655379,,
2012-06-01,0.09344104722595015,,
2012-06-04,0.09024280375789884,,
2012-06-05,0.07889636796954469,,
2012-06-06,0.0741101042361143,,
2012-06-07,0.06851553975771318,,
2012-06-08,0.07542365923897865,,
2012-06-11,0.07279615157504915,,
2012-06-12,0.07403190412658356,,
2012-06-13,0.06988290104699868,,
2012-06-14,0.07086486628662803,,
2012-06-15,0.07593975401070663,,
2012-06-18,0.07324816643145671,,
2012-06-19,0.0646096659295905,,
2012-06-20,0.0641205068379076,,
2012-06-21,0.038133298255403125,,
2012-06-22,0.0388242943531355,,
2012-06-25,0.0396616536090163,,
2012-06-26,0.04508956422451771,,
2012-06-27,0.06680489856033922,,
2012-06-28,0.07984323643100644,,
2012-06-29,0.0766619086802387,,
2012-07-02,0.08912676457741542,,
2012-07-03,0.09513426191564778,,
2012-07-04,0.09048068192096659,,
2012-07-05,0.09652569410136114,,
2012-07-06,0.09015911734678472,,
2012-07-09,0.08953881519688656,,
2012-07-10,0.10027419532750437,,
2012-07-11,0.09209614873188499,,
2012-07-12,0.08829895709892743,,
2012-07-13,0.07546371188390422,,
2012-07-16,0.08793026456664621,,
2012-07-17,0.09229532480411096,,
2012-07-18,0.09211358816431026,,
2012-07-19,0.08960815179806703,,
2012-07-20,0.09964718103156767,,
2012-07-23,0.09548359473005086,,
2012-07-24,0.09636916378452554,,
2012-07-25,0.11360426760804132,,
2012-07-26,0.12557033409985974,,
2012-07-27,0.10952833495758141,,
2012-07-30,0.10028628122629979,,
2012-07-31,0.08828938976059575,,
2012-08-01,0.08793800542799635,,
2012-08-02,0.0979057344050851,,
2012-08-03,0.0897950305510875,,
2012-08-06,0.07850215248353143,,
2012-08-07,0.06376507442350199,,
2012-08-08,0.047891499768276335,,
2012-08-09,0.03611225826461317,,
2012-08-10,0.030497850540420535,,
2012-08-13,0.04962769642469622,,
2012-08-14,0.04605657489918791,,
2012-08-16,0.037050695640789444,,
2012-08-17,0.03092736530297202,,
2012-08-21,0.030452542887053458,,
2012-08-22,0.009153542557403638,,
2012-08-23,-0.006648489612630204,,
2012-08-24,0.00825845416691906,,
2012-08-27,0.023581425731595163,,
2012-08-28,0.008392722517374773,,
2012-08-29,-0.001359523856999001,,
2012-08-30,-0.021383791319774303,,
2012-08-31,0.015840976158043585,,
2012-09-03,0.03480250384716821,,
2012-09-04,0.0406860228957433,,
2012-09-05,0.047728621998932574,,
2012-09-06,0.06096414664305594,,
2012-09-07,0.07387349311192648,,
2012-09-08,0.0794702580301263,,
2012-09-10,0.06486566594091836,,
2012-09-11,0.04207078953304877,,
2012-09-12,0.041850030638329594,,
2012-09-13,0.05254782056977869,,
2012-09-14,0.05431677840456328,,
2012-09-17,0.043710986488369796,,
2012-09-18,0.033462785759041935,,
2012-09-20,0.05669427616343792,,
2012-09-21,0.045049309953251404,,
2012-09-24,0.00034967878942948616,,
2012-09-25,-0.009203801307712256,,
2012-09-26,-0.010618081529718548,,
2012-09-27,0.02648918120660415,,
2012-09-28,0.0200050587173366,,
2012-10-01,0.04017342663264478,,
2012-10-03,0.029619072482624187,,
2012-10-04,-0.011077656376760059,,
2012-10-05,-0.03399484208065018,,
2012-10-08,-0.03166797569699509,,
2012-10-09,0.0019347529541919872,,
2012-10-10,0.025209999964299623,,
2012-10-11,0.018049330459334323,,
2012-10-12,0.05709544728043059,,
2012-10-15,0.058592079443772205,,
2012-10-16,0.06895441430261795,,
2012-10-17,0.06960524777265453,,
2012-10-18,0.04776140281478236,,
2012-10-19,0.06843307818083888,,
2012-10-22,0.06095196806762648,,
2012-10-23,0.05666360943418036,,
2012-10-25,0.06277543570347666,,
2012-10-26,0.07193974875550713,,
2012-10-29,0.07274837160937886,,
2012-10-30,0.11010771575297484,,
2012-10-31,0.11331854743385628,,
2012-11-01,0.10159733072390331,,
2012-11-02,0.09726572111261955,,
2012-11-05,0.09838672930911696,,
2012-11-06,0.11221475190666741,,
2012-11-07,0.11861419251978877,,
2012-11-08,0.10651112714293531,,
2012-11-09,0.09839368837246187,,
2012-11-12,0.11477165370742304,,
2012-11-13,0.09480164793806356,,
2012-11-15,0.09092666609353217,,
2012-11-16,0.06862709004388501,,
2012-11-19,0.05285201292743236,,
2012-11-20,0.02258240592021976,,
2012-11-21,0.028789751258068375,,
2012-11-22,0.011789098285673427,,
2012-11-23,0.027824302288019798,,
2012-11-26,0.030675957996099568,,
2012-11-27,0.061628106917314796,,
2012-11-29,0.03977350272127822,,
2012-11-30,0.035266455872521085,,
2012-12-03,0.06077579644559172,,
2012-12-04,0.08213231234215201,,
2012-12-05,0.07657411168989259,,
2012-12-06,0.06825132969860048,,
2012-12-07,0.04033286881920839,,
2012-12-10,0.02472206559207324,,
2012-12-11,-0.00023580012510659998,,
2012-12-12,0.006994832704891651,,
2012-12-13,-0.008988804063729816,,
2012-12-14,-0.013841696375511026,,
2012-12-17,-0.03770254296751685,,
2012-12-18,-0.04924380625341751,,
2012-12-19,-0.07122441448293748,,
2012-12-20,-0.02930634635018614,,
2012-12-21,-0.0194410849564306,,
2012-12-24,-0.019430058920995252,,
2012-12-26,-0.00932974773403461,,
2012-12-27,-0.020099346202681723,,
2012-12-28,-0.03875388716941175,,
2012-12-31,-0.047465618372476204,,
2013-01-01,-0.05513774477092448,,
2013-01-02,-0.05805331082840537,,
2013-01-03,-0.027774711760486293,,
2013-01-04,-0.03154285119968514,,
2013-01-07,-0.0327674499082693,,
2013-01-08,-0.030521228273920675,,
2013-01-09,-0.02816412455831574,,
2013-01-10,-0.030597191495779885,,
2013-01-11,-0.011599098707218758,,
2013-01-14,-0.01844569464237278,,
2013-01-15,-0.018516866428262668,,
2013-01-16,0.0005993119624319032,,
2013-01-17,-0.0055960407055717365,,
2013-01-18,0.012394814772589191,,
2013-01-21,0.006913876989383727,,
2013-01-22,0.021086097217774658,,
2013-01-23,0.022715172128876304,,
2013-01-24,0.025365561645531054,,
2013-01-25,0.045253748453388365,,
2013-01-28,0.05651593938681865,,
2013-01-29,0.06939064270303907,,
2013-01-30,0.046520841908982424,,
2013-01-31,0.07981458148411757,,
2013-02-01,0.09642547690688552,,
2013-02-04,0.1042942096749091,,
2013-02-05,0.11950195813947695,,
2013-02-06,0.1322831826018951,,
2013-02-07,0.11884312425282828,,
2013-02-08,0.12444879960541222,,
2013-02-11,0.13862337149862847,,
2013-02-12,0.13923961539074892,,
2013-02-13,0.13493568113044985,,
2013-02-14,0.14421677580201941,,
2013-02-15,0.16662433749284555,,
2013-02-18,0.16808647371917917,,
2013-02-19,0.184402823987593,,
2013-02-20,0.19515211143022304,,
2013-02-21,0.17557870331793501,,
2013-02-22,0.17258916591724738,,
2013-02-25,0.1599216660241951,,
2013-02-26,0.13271228706781835,,
2013-02-27,0.15329062985819442,,
2013-02-28,0.16251207516701838,,
2013-03-01,0.15845832977361862,,
2013-03-04,0.15040788635244406,,
2013-03-05,0.15260371981667165,,
2013-03-06,0.13336356497796142,,
2013-03-07,0.12260829444392884,,
2013-03-08,0.1216290668483817,,
2013-03-11,0.14849956604535097,,
2013-03-12,0.16046684779921616,,
2013-03-13,0.17210656247407008,,
2013-03-14,0.1693883625128092,,
2013-03-15,0.1555339832600351,,
2013-03-18,0.14884642058625652,,
2013-03-19,0.14211956559866135,,
2013-03-20,0.15329661766356617,,
2013-03-21,0.171145919170004,,
2013-03-22,0.1423194651906856,,
2013-03-25,0.1517685587447959,,
2013-03-26,0.13571863952404772,,
2013-03-28,0.1446942267102791,,
2013-04-01,0.1307822355700503,,
2013-04-02,0.12375709086377529,,
2013-04-03,0.1571215223739153,,
2013-04-04,0.15582418710819512,,
2013-04-05,0.16363277780642527,,
2013-04-08,0.16404952823023167,,
2013-04-09,0.1409833965970051,,
2013-04-10,0.1406845521792801,,
2013-04-11,0.1438002260062261,,
2013-04-12,0.15712600521908704,,
2013-04-15,0.13717586616689093,,
2013-04-16,0.12956453895749598,,
2013-04-17,0.14735605516610684,,
2013-04-18,0.13755309168234087,,
2013-04-22,0.14185687864461394,,
2013-04-23,0.1349043239374852,,
2013-04-25,0.11110937712023938,,
2013-04-26,0.11462974498620326,,
2013-04-29,0.11490021160224662,,
2013-04-30,0.12208928837313304,,
2013-05-02,0.12677677176272617,,
2013-05-03,0.13549264600191346,,
2013-05-06,0.14996864371851815,,
2013-05-07,0.14751573518908567,,
2013-05-08,0.14005314196615837,,
2013-05-09,0.1415679654951454,,
2013-05-10,0.1365845100453249,,
2013-05-11,0.12921946227149017,,
2013-05-13,0.13751557896858224,,
2013-05-14,0.1304213419213296,,
2013-05-15,0.1220806090397637,,
2013-05-16,0.1315399701210458,,
2013-05-17,0.1345170947500347,,
2013-05-20,0.12283030214097335,,
2013-05-21,0.1289875458173415,,
2013-05-22,0.1470470112925093,,
2013-05-23,0.1547076873708777,,
2013-05-24,0.1494590159186835,,
2013-05-27,0.1449880486322448,,
2013-05-28,0.15083895057678087,,
2013-05-29,0.15594237048218318,,
2013-05-30,0.14908584511912037,,
2013-05-31,0.17803700184254745,,
2013-06-03,0.18094461327833522,,
2013-06-04,0.20261682265652903,0.26524612124362945,
2013-06-05,0.19775219069709538,0.23894948738168686,
2013-06-06,0.2027455730965695,0.24323430130617818,
2013-06-07,0.21177291424531774,0.26159745501823317,
2013-06-10,0.212426381332816,0.2670822702190707,
2013-06-11,0.22998195626797724,0.2559723074856135,
2013-06-12,0.22578668243707622,0.24506667066150278,
2013-06-13,0.22131318847349601,0.2460909074152262,
2013-06-14,0.21109384651630614,0.25534610170291594,
2013-06-17,0.21741356120360922,0.26810913081055787,
2013-06-18,0.22826759895520454,0.2908957437609718,
2013-06-19,0.22654821147916926,0.2974121690633744,
2013-06-20,0.2230327876362279,0.29819580026009374,
2013-06-21,0.20789486221969145,0.28849145690439393,
2013-06-24,0.19201287350323293,0.27493883418266063,
2013-06-25,0.1840138894932286,0.27493830392989305,
2013-06-26,0.18654026143460634,0.271742535418259,
2013-06-27,0.1807382180440824,0.27284299467603024,
2013-06-28,0.1709867764258266,0.26447599152786494,
2013-07-01,0.1790005590140038,0.26966097351232654,
2013-07-02,0.18075935819588196,0.2900861462650419,
2013-07-03,0.1937435739676414,0.2851853069319892,
2013-07-04,0.19172025218852307,0.2986753223442322,
2013-07-05,0.18823020206755192,0.28730290017570503,
2013-07-08,0.20079881598003402,0.29336818855029323,
2013-07-09,0.19489133586490137,0.28834838642720184,
2013-07-10,0.20333616429062973,0.29928669351517745,
2013-07-11,0.19553473152311263,0.2849178719425425,
2013-07-12,0.1974679460100608,0.29273918383398145,
2013-07-15,0.2056048864962734,0.31324412992020334,
2013-07-16,0.21265059045192536,0.324738646809021,
2013-07-17,0.2051775366286348,0.32112954734473687,
2013-07-18,0.19845732658824367,0.31529079023739826,
2013-07-19,0.20206216986563907,0.31709911072023167,
2013-07-22,0.19510236930254554,0.31794156461168743,
2013-07-23,0.18985370529944,0.31134665648714166,
2013-07-24,0.19082866238623475,0.31241607518314085,
2013-07-25,0.18466177165976028,0.3144150543801745,
2013-07-26,0.17726745762818163,0.31994868275129995,
2013-07-29,0.1611866009261529,0.30518120514788183,
2013-07-30,0.14484071745777394,0.2945856006980677,
2013-07-31,0.14042992591762382,0.2862468799839615,
2013-08-01,0.15064580214926893,0.2847099357708831,
2013-08-02,0.1540036548500765,0.280252648040771,
2013-08-05,0.14572970552474307,0.2786471255709283,
2013-08-06,0.14068792431246413,0.2806099303754833,
2013-08-07,0.13773766181448455,0.2801547135424761,
2013-08-08,0.14311747891197424,0.27922541399409595,
2013-08-12,0.1624829075991805,0.30054297856987344,
2013-08-13,0.16352963515958363,0.30917971931367305,
2013-08-14,0.1606020103984822,0.3139242169608911,
2013-08-16,0.16905541265735713,0.3229706587866946,
2013-08-19,0.16319177909774063,0.3145859094725847,
2013-08-20,0.1472450780269856,0.3005675539019075,
2013-08-21,0.1496523130677988,0.30100312886037583,
2013-08-22,0.13502275624380733,0.28990201248840364,
2013-08-23,0.14209080305244448,0.298141066958339,
2013-08-26,0.14581887981837838,0.2963387110238882,
2013-08-27,0.14998679202008036,0.294406865450223,
2013-08-28,0.13829978774577356,0.283982087678907,
2013-08-29,0.13642452015074114,0.28764360708123005,
2013-08-30,0.13788427225679734,0.28094388193091013,
2013-09-02,0.13403667372741523,0.2822905255413798,
2013-09-03,0.1502327674106947,0.29574880980653484,
2013-09-04,0.14604689306172292,0.29642921380195586,
2013-09-05,0.1370112367769889,0.2994475844110741,
2013-09-06,0.13495529875594703,0.2877186858167655,
2013-09-10,0.12402136481802639,0.29003188726953577,
2013-09-11,0.11894682895542852,0.29155930845808586,
2013-09-12,0.1259187803875752,0.2936528124022415,
2013-09-13,0.11470059051119175,0.2843639181034048,
2013-09-16,0.11007452498588277,0.2801969497863338,
2013-09-17,0.10936488427914837,0.28070313496651345,
2013-09-18,0.10947894335884167,0.28704407282040467,
2013-09-19,0.08944907530854707,0.2748769085725229,
2013-09-20,0.10795259017255643,0.2827773392253583,
2013-09-23,0.13773011872114727,0.29661031581046315,
2013-09-24,0.14024504173098506,0.3007088765380539,
2013-09-25,0.14006110695939378,0.3028267459739806,
2013-09-26,0.15291856483149835,0.29805904353982937,
2013-09-27,0.1667978636474352,0.30771821202371696,
2013-09-30,0.17622579536741656,0.3180484340760761,
2013-10-01,0.16075830463677376,0.3065797818577466,
2013-10-03,0.14296286291571048,0.29274321066032316,
2013-10-04,0.1415499048139799,0.30038656317685963,
2013-10-07,0.13829716937443481,0.3095526734921904,
2013-10-08,0.13377105337385387,0.3096593919717354,
2013-10-09,0.1533231460953528,0.3102745770650934,
2013-10-10,0.16232322482494776,0.3110766565800841,
