Date,Roll_1Y,Roll_3Y,Roll_5Y
2011-04-25,,,
2011-04-26,,,
2011-04-27,,,
2011-04-28,,,
2011-04-29,,,
2011-05-02,,,
2011-05-03,,,
2011-05-04,,,
2011-05-05,,,
2011-05-06,,,
2011-05-09,,,
2011-05-10,,,
2011-05-11,,,
2011-05-12,,,
2011-05-13,,,
2011-05-16,,,
2011-05-17,,,
2011-05-18,,,
2011-05-19,,,
2011-05-20,,,
2011-05-23,,,
2011-05-24,,,
2011-05-25,,,
2011-05-26,,,
2011-05-27,,,
2011-05-30,0.029097147110533905,,
2011-05-31,0.006760131917007195,,
2011-06-01,0.01849842952299663,,
2011-06-02,0.03744634921300216,,
2011-06-03,0.04201936997975664,,
2011-06-06,0.024391221364748805,,
2011-06-07,0.011224784670362586,,
2011-06-08,0.0257691797437527,,
2011-06-09,0.02798579498223397,,
2011-06-10,0.033027232393338046,,
2011-06-13,0.0392840429906276,,
2011-06-14,0.03957055134910181,,
2011-06-15,0.04191150274759292,,
2011-06-16,0.043190930801687344,,
2011-06-17,0.03782784226725222,,
2011-06-20,0.041044946833474816,,
2011-06-21,0.04071698346123975,,
2011-06-22,0.03522103569613899,,
2011-06-23,0.031833433044263004,,
2011-06-24,0.03439707214150456,,
2011-06-27,0.04064882819123117,,
2011-06-28,0.04310879573360027,,
2011-06-29,0.0473435818565906,,
2011-06-30,0.04474874866873613,,
2011-07-01,0.048569515741357705,,
2011-07-04,0.0469859814233915,,
2011-07-05,0.047461388294951945,,
2011-07-06,0.046489544116311565,,
2011-07-07,0.046351706666478476,,
2011-07-08,0.05460815309493827,,
2011-07-11,0.05551611923967803,,
2011-07-12,0.0601605157852344,,
2011-07-13,0.06203167174037594,,
2011-07-14,0.057718735296965695,,
2011-07-15,0.05883221238107317,,
2011-07-18,0.060782209145167077,,
2011-07-19,0.05842628139629902,,
2011-07-20,0.05691462339874065,,
2011-07-21,0.057003031457804276,,
2011-07-22,0.05510011873852094,,
2011-07-25,0.05125934229265239,,
2011-07-26,0.05570934754886714,,
2011-07-27,0.05237821892612293,,
2011-07-28,0.05173983644859037,,
2011-07-29,0.05087995580143745,,
2011-08-01,0.053582223622799297,,
2011-08-02,0.05764397934722665,,
2011-08-03,0.05120219264940462,,
2011-08-04,0.05436304771119216,,
2011-08-05,0.056891089744551704,,
2011-08-08,0.0598319358952647,,
2011-08-09,0.05775456869803419,,
2011-08-10,0.06052994627853414,,
2011-08-11,0.06206386249727358,,
2011-08-12,0.06273298594172672,,
2011-08-16,0.06284261078845221,,
2011-08-17,0.06536953458622052,,
2011-08-18,0.05985675664494394,,
2011-08-19,0.05650498187564368,,
2011-08-22,0.0573936362285099,,
2011-08-23,0.05871646567391675,,
2011-08-24,0.05530992481228625,,
2011-08-25,0.05763997524301623,,
2011-08-26,0.05875178890978594,,
2011-08-29,0.0564512772127429,,
2011-08-30,0.05875534263426507,,
2011-09-02,0.05245498012356831,,
2011-09-05,0.058848797021197385,,
2011-09-06,0.053866479725044436,,
2011-09-07,0.05198461802162213,,
2011-09-08,0.05218717561494579,,
2011-09-09,0.056983262450763905,,
2011-09-12,0.05769630339483578,,
2011-09-13,0.061870189575309986,,
2011-09-14,0.06516713418753084,,
2011-09-15,0.06542550731705099,,
2011-09-16,0.06272190551785173,,
2011-09-19,0.06576103063757743,,
2011-09-20,0.06288592371957968,,
2011-09-21,0.06142878658040307,,
2011-09-22,0.0632992906110863,,
2011-09-23,0.06589735298048327,,
2011-09-26,0.05944612798273796,,
2011-09-27,0.05286089455724485,,
2011-09-28,0.059637448527738446,,
2011-09-29,0.057735744784900844,,
2011-09-30,0.057884970690013526,,
2011-10-03,0.05886272028757378,,
2011-10-04,0.06235945241501195,,
2011-10-05,0.061432946579696224,,
2011-10-07,0.05737279068093504,,
2011-10-10,0.05587146804590715,,
2011-10-11,0.05885979139720976,,
2011-10-12,0.057547994892801824,,
2011-10-13,0.053646387931914785,,
2011-10-14,0.05135362749905514,,
2011-10-17,0.05473204785797636,,
2011-10-18,0.053155319370845056,,
2011-10-19,0.0511518394295295,,
2011-10-20,0.05298629636587071,,
2011-10-21,0.0539780891628282,,
2011-10-24,0.05290640518975043,,
2011-10-25,0.05037364217389384,,
2011-10-26,0.04872118132964687,,
2011-10-28,0.03795041500359686,,
2011-10-31,0.040084545668855553,,
2011-11-01,0.044287794953570936,,
2011-11-02,0.04369228144333359,,
2011-11-03,0.04719338853757493,,
2011-11-04,0.05142913949285022,,
2011-11-08,0.05019247718434794,,
2011-11-09,0.05283219050245014,,
2011-11-11,0.0592140845552771,,
2011-11-14,0.06266813552932371,,
2011-11-15,0.06433173625784705,,
2011-11-16,0.06240208651892343,,
2011-11-17,0.0607540947810109,,
2011-11-18,0.061000476712158136,,
2011-11-21,0.061424557003922464,,
2011-11-22,0.059139242356069155,,
2011-11-23,0.060721721602518874,,
2011-11-24,0.05944517114731929,,
2011-11-25,0.06042288840997034,,
2011-11-28,0.05687840392635768,,
2011-11-29,0.0573515641980572,,
2011-11-30,0.058858792732447096,,
2011-12-01,0.051601023580775784,,
2011-12-02,0.04592377819380733,,
2011-12-05,0.04793855700175942,,
2011-12-07,0.04362630942677814,,
2011-12-08,0.05002223736663802,,
2011-12-09,0.0515561844605934,,
2011-12-12,0.054463306322891425,,
2011-12-13,0.054748790431451866,,
2011-12-14,0.057699321704363316,,
2011-12-15,0.05890579571530796,,
2011-12-16,0.06215709572162653,,
2011-12-19,0.06405942032565226,,
2011-12-20,0.062316283676133954,,
2011-12-21,0.05799299067208208,,
2011-12-22,0.057761401714293226,,
2011-12-23,0.060975096449160326,,
2011-12-26,0.054723673211572565,,
2011-12-27,0.06059617494257252,,
2011-12-28,0.06320409861736853,,
2011-12-29,0.06638827971233874,,
2011-12-30,0.06785871322410397,,
2012-01-02,0.06268210676689512,,
2012-01-03,0.05963274195896462,,
2012-01-04,0.059983839362025226,,
2012-01-05,0.06028789986246452,,
2012-01-06,0.057122673911590205,,
2012-01-07,0.06015824122714708,,
2012-01-09,0.06077297706204143,,
2012-01-10,0.054249922669817985,,
2012-01-11,0.05240911091607148,,
2012-01-12,0.052080481880230844,,
2012-01-13,0.047378299802792845,,
2012-01-16,0.04820818258163928,,
2012-01-17,0.04938880798417755,,
2012-01-18,0.044830113640142,,
2012-01-19,0.03891292030300775,,
2012-01-20,0.03734511686781161,,
2012-01-23,0.039653112678816105,,
2012-01-24,0.0334860631459345,,
2012-01-25,0.03121395044785702,,
2012-01-27,0.0314545205684541,,
2012-01-30,0.03859850854357283,,
2012-01-31,0.0329131776022793,,
2012-02-01,0.030927148598626775,,
2012-02-02,0.03501553256332579,,
2012-02-03,0.03109963831862006,,
2012-02-06,0.031638066295023526,,
2012-02-07,0.03581153791399205,,
2012-02-08,0.04161082462414423,,
2012-02-09,0.036515915324759174,,
2012-02-10,0.04313470872875913,,
2012-02-13,0.04280637451421754,,
2012-02-14,0.04349391194029084,,
2012-02-15,0.03588909834008569,,
2012-02-16,0.03892708144922996,,
2012-02-17,0.03428466817829223,,
2012-02-21,0.029288559820009885,,
2012-02-22,0.035991509643322206,,
2012-02-23,0.03969600192585143,,
2012-02-24,0.040267635981126815,,
2012-02-27,0.04792899937646233,,
2012-02-28,0.04585583502830448,,
2012-02-29,0.044275594833532717,,
2012-03-01,0.04661764798122503,,
2012-03-02,0.04747253982266808,,
2012-03-03,0.049893293599080124,,
2012-03-05,0.05773602447776893,,
2012-03-06,0.05794556332147216,,
2012-03-07,0.058630288285047016,,
2012-03-09,0.054035521843200596,,
2012-03-12,0.054610897268892344,,
2012-03-13,0.05075008983400919,,
2012-03-14,0.048151030826193764,,
2012-03-15,0.053505734019711926,,
2012-03-16,0.05791519973710979,,
2012-03-19,0.06322046205827603,,
2012-03-20,0.06431817321448863,,
2012-03-21,0.057321746832366016,,
2012-03-22,0.060952910055333764,,
2012-03-23,0.06192721249483224,,
2012-03-26,0.06500866055229892,,
2012-03-27,0.06670513089458419,,
2012-03-28,0.06968765844499936,,
2012-03-29,0.07546014998204564,,
2012-03-30,0.07023563850083103,,
2012-04-02,0.0698489406604682,,
2012-04-03,0.06559404004007297,,
2012-04-04,0.06668159935827911,,
2012-04-09,0.07063132611835243,,
2012-04-10,0.07000861357021337,,
2012-04-11,0.06691913747301936,,
2012-04-12,0.06398503553902457,,
2012-04-13,0.06984744275921106,,
2012-04-16,0.07220854432147117,,
2012-04-17,0.06834399384251699,,
2012-04-18,0.07079364282682621,,
2012-04-19,0.06871839356095566,,
2012-04-20,0.0685744269315729,,
2012-04-23,0.07325653191055881,,
2012-04-24,0.07338435179212777,,
2012-04-25,0.07682751838941893,,
2012-04-26,0.07063700854085864,,
2012-04-27,0.0724262380814199,,
2012-04-28,0.07139147254506861,,
2012-04-30,0.07242199261456361,,
2012-05-02,0.07274461868836035,,
2012-05-03,0.07766807144323873,,
2012-05-04,0.08159746320695027,,
2012-05-07,0.08230861256945787,,
2012-05-08,0.08602943143594532,,
2012-05-09,0.08738516333103719,,
2012-05-10,0.09039713598066013,,
2012-05-11,0.08668512637844594,,
2012-05-14,0.08903160070303318,,
2012-05-15,0.08579565814609613,,
2012-05-16,0.08799234279410506,,
2012-05-17,0.08555030979337397,,
2012-05-18,0.07966113593243962,,
2012-05-21,0.07329377034327011,,
2012-05-22,0.07463052194843844,,
2012-05-23,0.07649988115174478,,
2012-05-24,0.07214157093891971,,
2012-05-25,0.06950900601006804,,
2012-05-28,0.06938864226845787,,
2012-05-29,0.06574213235320625,,
2012-05-30,0.07227062498321035,,
2012-05-31,0.0753582422946727,,
2012-06-01,0.0777147718688499,,
2012-06-04,0.06887090305033361,,
2012-06-05,0.06595712226681438,,
2012-06-06,0.0616828438199708,,
2012-06-07,0.05593976289931624,,
2012-06-08,0.05816103136991413,,
2012-06-11,0.057579789974015694,,
2012-06-12,0.055211232463039495,,
2012-06-13,0.05515274146010696,,
2012-06-14,0.058250123892016004,,
2012-06-15,0.05537588125657733,,
2012-06-18,0.05729407036130163,,
2012-06-19,0.05798166042682851,,
2012-06-20,0.061864287245996685,,
2012-06-21,0.06073171930670651,,
2012-06-22,0.06221092480613677,,
2012-06-25,0.06530654073519737,,
2012-06-26,0.06793839420370018,,
2012-06-27,0.06904582300924156,,
2012-06-28,0.0697030584907028,,
2012-06-29,0.065467574723578,,
2012-07-02,0.06432361830496691,,
2012-07-03,0.06386284365974493,,
2012-07-04,0.05683156961245461,,
2012-07-05,0.05358030466625863,,
2012-07-06,0.04999693165566221,,
2012-07-09,0.051609656129031456,,
2012-07-10,0.04897529638292142,,
2012-07-11,0.04543588284696709,,
2012-07-12,0.04774494233197257,,
2012-07-13,0.04794349265062292,,
2012-07-16,0.0494467277825279,,
2012-07-17,0.05190190211862988,,
2012-07-18,0.049225737827072735,,
2012-07-19,0.0481272073671738,,
2012-07-20,0.054586681247546065,,
2012-07-23,0.05896080668444115,,
2012-07-24,0.06411834270415906,,
2012-07-25,0.06624305676110642,,
2012-07-26,0.07175444915836315,,
2012-07-27,0.06577296008930922,,
2012-07-30,0.061348704258302744,,
2012-07-31,0.05971219735614808,,
2012-08-01,0.06195643493026248,,
2012-08-02,0.06845475329751083,,
2012-08-03,0.070011162372553,,
2012-08-06,0.0667033979138496,,
2012-08-07,0.06180349985745759,,
2012-08-08,0.061817540492162704,,
2012-08-09,0.0643749075710387,,
2012-08-10,0.06824337787259682,,
2012-08-13,0.06268709751998403,,
2012-08-14,0.06469054344680436,,
2012-08-16,0.06224958495742694,,
2012-08-17,0.06414715536125515,,
2012-08-21,0.05927583630831901,,
2012-08-22,0.059764582442686676,,
2012-08-23,0.06527144140342522,,
2012-08-24,0.0700737156199458,,
2012-08-27,0.07316151824093842,,
2012-08-28,0.07346373745534729,,
2012-08-29,0.07420786600174067,,
2012-08-30,0.07007068545375206,,
2012-08-31,0.0748736779693473,,
2012-09-03,0.0775972739970816,,
2012-09-04,0.08000264245024513,,
2012-09-05,0.08109511183028184,,
2012-09-06,0.086990936398182,,
2012-09-07,0.08477061072112879,,
2012-09-08,0.08595443105069833,,
2012-09-10,0.07996245812715297,,
2012-09-11,0.07836763697939375,,
2012-09-12,0.07657088481512253,,
2012-09-13,0.07781429122634664,,
2012-09-14,0.06532467072459713,,
2012-09-17,0.05099191684104554,,
2012-09-18,0.0482628250290873,,
2012-09-20,0.05451901403290127,,
2012-09-21,0.04526415152457908,,
2012-09-24,0.03842529769871339,,
2012-09-25,0.03451079566819826,,
2012-09-26,0.043727618989919614,,
2012-09-27,0.05121002880801928,,
2012-09-28,0.05205990012670947,,
2012-10-01,0.05857584641522462,,
2012-10-03,0.054784837887936755,,
2012-10-04,0.04175957473420944,,
2012-10-05,0.03727697316777645,,
2012-10-08,0.04749793232825916,,
2012-10-09,0.054186149835634634,,
2012-10-10,0.05964814733723456,,
2012-10-11,0.050485137742556585,,
2012-10-12,0.05934004351762168,,
2012-10-15,0.0639115333484015,,
2012-10-16,0.06893899606403386,,
2012-10-17,0.06680400701699751,,
2012-10-18,0.06106502337059805,,
2012-10-19,0.06557870924689224,,
2012-10-22,0.0634950799870353,,
2012-10-23,0.06226984586520823,,
2012-10-25,0.05803491014980566,,
2012-10-26,0.06567902282050109,,
2012-10-29,0.06194347296837366,,
2012-10-30,0.07862752231408154,,
2012-10-31,0.07600902596867853,,
2012-11-01,0.06668126351298387,,
2012-11-02,0.06502269693222718,,
2012-11-05,0.06500700905992307,,
2012-11-06,0.06678525358603782,,
2012-11-07,0.06756722165381124,,
2012-11-08,0.064345346480851,,
2012-11-09,0.06323650394347302,,
2012-11-12,0.061418674993870326,,
2012-11-13,0.0592952154967088,,
2012-11-15,0.05828780047351634,,
2012-11-16,0.058128264955908726,,
2012-11-19,0.053765708938695145,,
2012-11-20,0.05056363815356435,,
2012-11-21,0.05279335111805361,,
2012-11-22,0.04766486086874866,,
2012-11-23,0.050069487507201416,,
2012-11-26,0.05481434176070854,,
2012-11-27,0.0601313527237497,,
2012-11-29,0.05224159489500213,,
2012-11-30,0.04792168847296874,,
2012-12-03,0.05932976958459957,,
2012-12-04,0.0625401680466986,,
2012-12-05,0.05858933231938379,,
2012-12-06,0.05934469970716805,,
2012-12-07,0.05161376455132971,,
2012-12-10,0.051474793039058886,,
2012-12-11,0.04755497385042706,,
2012-12-12,0.04898676571842664,,
2012-12-13,0.04543147553608318,,
2012-12-14,0.03885318853205333,,
2012-12-17,0.03220378081351982,,
2012-12-18,0.029573029232816017,,
2012-12-19,0.030998177078438438,,
2012-12-20,0.04261576435584713,,
2012-12-21,0.044228003036089536,,
2012-12-24,0.04297909361505203,,
2012-12-26,0.04359710146454532,,
2012-12-27,0.0421531802550994,,
2012-12-28,0.03578684559832901,,
2012-12-31,0.03353083837709758,,
2013-01-01,0.024613966480990568,,
2013-01-02,0.026403252828171908,,
2013-01-03,0.029065079515520953,,
2013-01-04,0.030760684858842646,,
2013-01-07,0.03053015171243567,,
2013-01-08,0.03797426033001772,,
2013-01-09,0.036710928158672385,,
2013-01-10,0.032210983778825586,,
2013-01-11,0.03916321878693241,,
2013-01-14,0.033275793852212576,,
2013-01-15,0.033074379327002745,,
2013-01-16,0.04436474746726815,,
2013-01-17,0.036681289140676254,,
2013-01-18,0.03486576379071238,,
2013-01-21,0.035100415032215615,,
2013-01-22,0.04438509393666501,,
2013-01-23,0.037971905908802395,,
2013-01-24,0.036881027793549404,,
2013-01-25,0.043856596393538894,,
2013-01-28,0.044995106660301154,,
2013-01-29,0.05043273312392804,,
2013-01-30,0.0433575894922682,,
2013-01-31,0.05492581872751212,,
2013-02-01,0.060041836012984406,,
2013-02-04,0.05958619787368469,,
2013-02-05,0.06250506227530583,,
2013-02-06,0.061642151392067746,,
2013-02-07,0.059899380113936695,,
2013-02-08,0.05678554013898496,,
2013-02-11,0.06310004749496545,,
2013-02-12,0.06280906002812325,,
2013-02-13,0.06080062204222214,,
2013-02-14,0.06707016742841554,,
2013-02-15,0.0708889601338627,,
2013-02-18,0.06655496883298673,,
2013-02-19,0.07264965078222785,,
2013-02-20,0.07657529372449057,,
2013-02-21,0.07784614680584734,,
2013-02-22,0.07412683487114236,,
2013-02-25,0.06626401678143257,,
2013-02-26,0.06279994576339631,,
2013-02-27,0.059832376628926154,,
2013-02-28,0.07012896008135927,,
2013-03-01,0.07076952664989689,,
2013-03-04,0.07325645666881697,,
2013-03-05,0.07202053095665462,,
2013-03-06,0.06076029236442548,,
2013-03-07,0.05481050142846722,,
2013-03-08,0.05016413321371549,,
2013-03-11,0.056756371090116,,
2013-03-12,0.05832455003760506,,
2013-03-13,0.06399117416454492,,
2013-03-14,0.05739427206839398,,
2013-03-15,0.05664547462612468,,
2013-03-18,0.05987748722333652,,
2013-03-19,0.06164061489954831,,
2013-03-20,0.06947211799931008,,
2013-03-21,0.07030174897861508,,
2013-03-22,0.06624944241382713,,
2013-03-25,0.0658988374712619,,
2013-03-26,0.06440333794558328,,
2013-03-28,0.06319798553957479,,
2013-04-01,0.058187245395583176,,
2013-04-02,0.05315988415268058,,
2013-04-03,0.061283352688900505,,
2013-04-04,0.06522116902766206,,
2013-04-05,0.06937411953891792,,
2013-04-08,0.07035421969431699,,
2013-04-09,0.06732090365036725,,
2013-04-10,0.0628782830080834,,
2013-04-11,0.06271275067044568,,
2013-04-12,0.07039471230896988,,
2013-04-15,0.057071130050197594,,
2013-04-16,0.05084383909425072,,
2013-04-17,0.056831936902080216,,
2013-04-18,0.0465958904318271,,
2013-04-22,0.04408498490621726,,
2013-04-23,0.04324981432481967,,
2013-04-25,0.039844353747580996,,
2013-04-26,0.04098977435246898,,
2013-04-29,0.04228066065476255,,
2013-04-30,0.056412300275999305,,
2013-05-02,0.05241343790017927,,
2013-05-03,0.0581239959880131,,
2013-05-06,0.05975374748909279,,
2013-05-07,0.05680021842960348,,
2013-05-08,0.0515599703157108,,
2013-05-09,0.044412740047531374,,
2013-05-10,0.046298582820784695,,
2013-05-11,0.0437456225163364,,
2013-05-13,0.04450988322489535,,
2013-05-14,0.040327869583606235,,
2013-05-15,0.03291801029328756,,
2013-05-16,0.026582695450937388,,
2013-05-17,0.027313057510579553,,
2013-05-20,0.01879378358624506,,
2013-05-21,0.02145267095795833,,
2013-05-22,0.03347452193024636,,
2013-05-23,0.05090658893725197,,
2013-05-24,0.04492530186508015,,
2013-05-27,0.04178542776768812,,
2013-05-28,0.05109964549325752,,
2013-05-29,0.059536197602590546,,
2013-05-30,0.06296711258841348,,
2013-05-31,0.07673219817795762,,
2013-06-03,0.07289218308331136,,
2013-06-04,0.07376660406174995,0.20312918589603401,
2013-06-05,0.07044422382250093,0.18114549403409153,
2013-06-06,0.07525076818878973,0.18636859395858285,
2013-06-07,0.080574366768138,0.2062995576706379,
2013-06-10,0.08609910162807499,0.21036497287147538,
2013-06-11,0.09916354646570702,0.19665935613801833,
2013-06-12,0.09813048662818558,0.18460324531390793,
2013-06-13,0.09558436455201336,0.19579056268791084,
2013-06-14,0.09532661353856042,0.19462450468506098,
2013-06-17,0.09335657072655557,0.19820047690091536,
2013-06-18,0.0908515897558353,0.2044828523333151,
2013-06-19,0.09115001523612509,0.20143824193492876,
2013-06-20,0.09464634138641825,0.20654791042462395,
2013-06-21,0.09441864946957446,0.20748938338805245,
2013-06-24,0.09193402529982175,0.20218868321120564,
2013-06-25,0.08687857033743751,0.196936042229234,
2013-06-26,0.0908387753587121,0.2026772589674961,
2013-06-27,0.09046173375625122,0.20034046586170406,
2013-06-28,0.08513923374209043,0.19731967354958035,
2013-07-01,0.083268949592052,0.20276671506548594,
2013-07-02,0.08718330106941741,0.2124379637564029,
2013-07-03,0.09692452602354451,0.22051595732271556,
2013-07-04,0.09954310825693868,0.22687224657391192,
2013-07-05,0.10052241407755025,0.22639397131812533,
2013-07-08,0.10759705995346747,0.2288581864181165,
2013-07-09,0.11000178092490498,0.2268529416487588,
2013-07-10,0.11540419089764797,0.2263690645718317,
2013-07-11,0.10917350895056499,0.22306505514371966,
2013-07-12,0.10901582658571085,0.21965382136598732,
2013-07-15,0.11250868669664049,0.22720882769763495,
2013-07-16,0.12040774868094162,0.23695735089631054,
2013-07-17,0.12950677139276978,0.2515283934689698,
2013-07-18,0.12660711758346244,0.25409671053282046,
2013-07-19,0.12899791333480715,0.25449266882287547,
2013-07-22,0.12940934499530643,0.25203398221168505,
2013-07-23,0.12686197082878947,0.25140479695016316,
2013-07-24,0.13178208555797832,0.2605426424791608,
2013-07-25,0.12746993916789884,0.25651812337368307,
2013-07-26,0.1245680428261029,0.25848852902801067,
2013-07-29,0.12345814549276746,0.25677495077490475,
2013-07-30,0.11570545203521232,0.25034658838879376,
2013-07-31,0.11634168757189567,0.2473980323503595,
2013-08-01,0.12294992563532547,0.24530731682060192,
2013-08-02,0.12342516279409166,0.24229161243757802,
2013-08-05,0.11637678335719714,0.23769291838366569,
2013-08-06,0.11203325748048187,0.23905014125249535,
2013-08-07,0.09971697210226949,0.23195085597257614,
2013-08-08,0.10356450915899318,0.2254534340542511,
2013-08-12,0.11529713593097268,0.23743513287640972,
2013-08-13,0.11234631340181611,0.2392649692508083,
2013-08-14,0.1079036407568239,0.24046010036877719,
2013-08-16,0.11482283705232699,0.24518134765807453,
2013-08-19,0.1116422855147019,0.23819288749180845,
2013-08-20,0.10375063087455882,0.23331508806287182,
2013-08-21,0.10481427513731278,0.22946676544274047,
2013-08-22,0.09708443661236132,0.22624486701053448,
2013-08-23,0.09877266694502784,0.22758189425084419,
2013-08-26,0.10314500056198272,0.2251712399447614,
2013-08-27,0.10454162836024228,0.22329438436716265,
2013-08-28,0.09863218877020608,0.22230828186344964,
2013-08-29,0.09712232563380618,0.2268401760727583,
2013-08-30,0.10073405963377502,0.22888314824132838,
2013-09-02,0.09693639110476138,0.2316819114525296,
2013-09-03,0.10312039526371009,0.23075702541133314,
2013-09-04,0.1031112889078103,0.23615495215184834,
2013-09-05,0.09180732467127495,0.2331700041468593,
2013-09-06,0.08693605380622049,0.22550258431685943,
2013-09-10,0.08281453185263898,0.23275015450502234,
2013-09-11,0.07784601263549962,0.2284671974055974,
2013-09-12,0.08204952413820998,0.22633489005868257,
2013-09-13,0.08056611433846284,0.22414168033453485,
2013-09-16,0.0783304138032197,0.22027903958086126,
2013-09-17,0.07920770063120242,0.22007076993895103,
2013-09-18,0.08030383629698212,0.22519790856722666,
2013-09-19,0.07026561063561743,0.22306386202016215,
2013-09-20,0.09387701517255898,0.23209686191871404,
2013-09-23,0.11696181112435111,0.23448224399804385,
2013-09-24,0.12012641811967772,0.24039019047894783,
2013-09-25,0.11822211011783224,0.2384305875278776,
2013-09-26,0.12532639595274953,0.23413737771873033,
2013-09-27,0.13315366232522696,0.23842352239522158,
2013-09-30,0.14113683262942212,0.2458053978087753,
2013-10-01,0.1314565219361068,0.2381073611310628,
2013-10-03,0.1250053218461602,0.23018583741498388,
2013-10-04,0.12163292967991057,0.2367917891747291,
2013-10-07,0.12214946594708165,0.2413004923360179,
2013-10-08,0.12015373969386389,0.23774985441680574,
2013-10-09,0.12744383178571073,0.2367404975518146,
2013-10-10,0.12826395346165964,0.23568244724634668,
2013-10-11,0.11135864101066328,0.226848598537007,
2013-10-14,0.10921552387768663,0.22501074307452884,
